run_id,scenario,loss_percent,truth_count,detector_alerts,zeek_alerts,suricata_alerts,detector_recall_pct,zeek_recall_pct,suricata_recall_pct
20260428T090850Z,reliability-dhcp-spoof,90,16,1,1,1,6.250,6.250,6.250
20260428T091041Z,reliability-dhcp-spoof,90,16,2,2,2,12.500,12.500,12.500
20260428T091233Z,reliability-dhcp-spoof,90,16,2,2,2,12.500,12.500,12.500
20260428T102131Z,reliability-dhcp-spoof,90,16,1,1,1,6.250,6.250,6.250
20260428T102322Z,reliability-dhcp-spoof,90,16,2,2,2,12.500,12.500,12.500
20260428T102515Z,reliability-dhcp-spoof,90,16,1,1,1,6.250,6.250,6.250
20260428T105159Z,reliability-dhcp-spoof,90,16,2,2,2,12.500,12.500,12.500
20260428T105350Z,reliability-dhcp-spoof,90,16,1,1,1,6.250,6.250,6.250
20260428T105545Z,reliability-dhcp-spoof,90,16,3,3,3,18.750,18.750,18.750
20260428T091425Z,reliability-dhcp-spoof,100,16,0,0,0,0.000,0.000,0.000
20260428T091617Z,reliability-dhcp-spoof,100,16,0,0,0,0.000,0.000,0.000
20260428T091807Z,reliability-dhcp-spoof,100,16,0,0,0,0.000,0.000,0.000
20260428T091959Z,reliability-dhcp-spoof,100,16,0,0,0,0.000,0.000,0.000
20260428T092150Z,reliability-dhcp-spoof,100,16,0,0,0,0.000,0.000,0.000
20260428T092342Z,reliability-dhcp-spoof,100,16,0,0,0,0.000,0.000,0.000
20260428T092533Z,reliability-dhcp-spoof,100,16,0,0,0,0.000,0.000,0.000
20260428T092723Z,reliability-dhcp-spoof,100,16,0,0,0,0.000,0.000,0.000
20260428T092916Z,reliability-dhcp-spoof,100,16,0,0,0,0.000,0.000,0.000
20260428T102708Z,reliability-dhcp-spoof,100,16,0,0,0,0.000,0.000,0.000
20260428T102900Z,reliability-dhcp-spoof,100,16,0,0,0,0.000,0.000,0.000
20260428T103054Z,reliability-dhcp-spoof,100,16,0,0,0,0.000,0.000,0.000
20260428T105739Z,reliability-dhcp-spoof,100,16,0,0,0,0.000,0.000,0.000
20260428T105932Z,reliability-dhcp-spoof,100,16,0,0,0,0.000,0.000,0.000
20260428T110126Z,reliability-dhcp-spoof,100,16,0,0,0,0.000,0.000,0.000
